SrcDatabase-来源数据库	Title-篇名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	Year-年	Period-期	URL-网址	DOI-DOI
DKFX2019	曾建平:推进医联体建设为分级诊疗助力	许春;	中国农村卫生事业管理	中国农村卫生事业管理	医联体;分级诊疗;	"由国家卫生健康委医政医管局、人民日报社人民网共同主办的""2018中国医院院长改善医疗服务论坛""于2018年10月在深圳市举行,湘潭市中心医院院长曾建平就推进医联体建设,做好分级诊疗工作发表了看法。在谈到医联体建设方面的尝试时,曾建平表示,医联体建设在2015至2017年时推进得比较快。当时是结合医改做分级诊疗,就是要建设好医联体。要做好医联体建设,就要有利益共享机制和分工协作"	2019-01-20	2019	01		
DKFX2019	2019年我国将开展500个县域医共体建设试点	曹秋香;孙凡;	中国农村卫生事业管理	中国农村卫生事业管理	县域医共体;城市医疗集团;县级医院;建设试点;	"从2019年1月初召开的全国医疗管理工作会上了解到,2019年,国家卫健委医政医管局将指导地方落实城市医疗集团和县域医共体建设规划,强化医联体网格化管理,确定100个城市医疗集团和500个县域医共体建设试点,加强医联体综合绩效考核。同时要求,加强肿瘤、心脑血管、呼吸、传染病和精"	2019-01-20	2019	01		
DKFX2019	基于分级诊疗背景下城乡对口支援医院人员培养需求调查	黄发云;尤冬;	福建医科大学附属协和医院;福建省福州市新莲花医院;	中国农村卫生事业管理	分级诊疗;;对口支援;;人才培养	"目的调查分析福建医科大学附属协和医院对口支援医院人员培养需求所面临的现状与问题,探讨分级诊疗背景下完善受援医院人才培养方式的对策建议。方法 2018年4-5月对福建医科大学附属协和医院支援医院人员培养需求进行问卷调查,调查了不同年龄和职称所期望的培养方式、培养频率和对待培养态度,采用描述性统计方法分析数据。结果不同年龄段及职称的调查对象所期望的培养方式、频率以及对待培养态度存在差异,差异有统计学意义。结论构建科学精细的人才培养机制,针对多样化个体化需求,开展多种渠道、多形式人才培养方式,提高受援医院医师参加培养的积极性。"	2019-01-20	2019	01		
DKFX2019	公立医疗机构基本药物配备使用得到规范	钱丹丹;	中国农村卫生事业管理	中国农村卫生事业管理	公立医疗机构;基本药物;城市医疗集团;	"2019年1月10日,国家卫健委和国家中药局联合发布《关于进一步加强公立医疗机构基本药物配备使用管理的通知》,规范了公立医疗机构的基本药物使用。《通知》提出,确保基本药物主导地位,公立医疗机构制订药品处方集和用药目录时,应当首选国家基本药物,确保基本药物主导地位。"	2019-01-20	2019	01		
CJFN2019	卫生健康委 中医药局关于印发医疗联合体综合绩效考核工作方案(试行)的通知		卫生健康委;中医药局;	中华人民共和国国务院公报	医联体;医疗机构;综合绩效;卫生健康;医疗联合体;医药局;绩效考核工作;	"国卫医发[2018]26号各省、自治区、直辖市及新疆生产建设兵团卫生计生委、中医药管理局:为进一步加强医疗联合体(以下简称医联体)绩效考核,规范医联体建设发展,调动医疗机构积极性,国家卫生健康委会同国家中医药局制定了《医疗联合体综合绩效考核工作方案(试行)》(可从国家卫生健康委官网下载)。现印发你们,请遵照执行。各级卫生健康行政部门(含中医药主管部门)要加强对医联体建设工作的统筹规划与指导,规范医联体建设与管理,全面掌握工作进展情况,及时向国家卫生健康委和国家中医药局报送有关情况。"	2019-01-20	2019	02		
CJFN2019	2019年卫健委“划重点”:保障药品供应、摸清生育规律		现代养生	现代养生	出生人口;医保支付方式改革;生育规律;育龄妇女;生育政策;抗癌药;分级诊疗;	"1月10日,国家卫生健康委员会举行2019年首场例行发布会。21世纪经济报道记者注意到,""三医""联动改革、分级诊疗、人口均衡发展、健康老龄化等是2019年卫生健康工作的重点,具体内容包括完善药品政策、开展医保支付方式改革、深入推进生育政策相关研究、加强人口监测和形势分析、促进婴幼儿照护服务事业发展等。回顾2018年,卫健委新任新闻发言人、宣传司副司长米锋表示,我国医"	2019-01-20	2019	02		
CJFD2019	普通民众对分级诊疗制度的了解程度及影响因素的调查	张嘉轩;	浙江省新昌中学;	现代商贸工业	分级诊疗;;问卷调查;;了解程度;;影响因素	"分级诊疗政策是国家优化医疗资源分配的重要举措,目前普通民众就医理念仍存在较多不合理的地方。通过问卷调查的形式对集中于浙江绍兴地区的191名普通民众针对分级诊疗政策的了解程度及其影响因素展开了调查。调查了解到目前普通民众对于分级诊疗政策的了解程度仍存在较大欠缺,部分患者就医选择的理念仍存在较多的不合理。就医理念与民众的性别、学历、医保类型等诸多因素有相关性。加大医疗结构及其他途径的宣传及提升基层医疗机构给人们的信任感是改善民众就医观念的重要举措。"	2019-01-17	2019	06		10.19311/j.cnki.1672-3198.2019.06.042
CJFN2019	湖北省卫生和计划生育委员会关于印发《“互联网+医疗健康”便民惠民服务行动方案》的通知		湖北省卫生和计划生育委员会;	湖北省人民政府公报	互联网+医疗;医保卡;《“互联网+医疗健康”便民惠民服务行动方案》;电子健康档案;医疗联合体;全民健康信息平台;电子健康卡;家庭医生签约服务;医疗服务;预约诊疗服务;基层医疗卫生机构;湖北省;	"鄂卫生计生发[2018]12号各市、州、直管市、神农架林区卫生计生委,部省属医疗机构:根据国务院办公厅《关于促进""互联网+医疗健康""发展的意见》(国办发[2018]26号)、国家卫生健康委《关于深入开展""互联网+医疗健康""便民惠民活动的通知》(国卫规划发[2018]22号)等文件精神,省卫生计生委研究制定了《""互联网+医疗健康""便民惠民服务行动方案》,现印发给你们,"	2019-01-16	2019	02		
CJFD2019	北京市顺义区家庭医生签约服务现状分析与对策思考	董杰昌;张斯民;杨辉;崔亚菲;陈豪;杨学祥;何海涛;景郁郁;靳清汉;	北京市顺义区卫生和计划生育委员会;	中国医疗管理科学	家庭医生;;签约服务;;全科医生;;家医团队;;分级诊疗	"随着医药卫生体制改革的深入推进,进一步发挥基层医疗机构中家庭医生的守门人作用,对于实现基层首诊、分级诊疗、双向转诊,建立""小病在社区、大病到医院、康复回社区""的就诊格局有着深远的意义。文章基于当前国家医药卫生体制改革背景之下,讨论和分析顺义区家庭医生签约服务的现状和存在问题,进行深入思考并提出科学合理的应对之策,旨在为政府部门进一步推进和完善家庭医生签约服务、制定相关政策提供科学的依据。"	2019-01-15	2019	01		
CJFD2019	泸州市中老年居民对家庭医生知晓及签约意愿分析	邹文锋;	南充市中心医院;	中国医疗管理科学	家庭医生;;签约服务;;社区医疗服务;;分级诊疗	"目的了解泸州市居民对家庭医生制度的知晓和签约意愿现状,探析影响家庭医生式服务发展的因素,以便于更好地在泸州市推进家庭医生签约制度。方法采用分层随机抽样方法,对泸州市江阳区、龙马潭区、纳溪区选取275名45岁及以上年龄的居民进行面对面的问卷调查。结果调查对象对家庭医生签约制度知晓率为29.1%,其中,54.9%表示愿意签约家庭医生,45.1%表示不愿意签约家庭医生。居民婚姻状况和最常就诊的医院两个因素对家庭医生知晓率的影响较明显,而家庭年均医药费支出、最近半年内是否就诊、是否知道家庭医生制度、家庭医生的具体服务项目、是否接受社区医生定期回访是影响本组调查对象签约家庭医生意愿的因素。结论泸州市居民的家庭医生知晓率、签约意愿率尚有待提高,居民对家庭医生的了解有待加深,应由政府牵头,全民积极参与,以提高居民对于家庭医生的知晓率和签约率。"	2019-01-15	2019	01		
CJFD2019	我国基层部分基本药物全额保障经验研究	裴婕;张海涛;路云;张冉;常峰;	中国药科大学国际医药商学院;南京审计大学国家治理与国家审计研究院;	中国卫生事业管理	基本药物;;基层医疗机构;;全额保障;;慢性病	"我国地方基层试点部分基本药物全额保障,有利于慢病管理、促进分级诊疗、节约医保基金,对基本药物制度自身完善和慢病健康管理意义重大。文章通过梳理总结国内目前已免费供应部分基本药物的13个省份24个试点地区政策经验,提出了针对我国地方基层试点全额保障部分基本药物的发展建议。"	2019-01-15	2019	01		
CJFD2019	浅析解放思想对医院发展的推动作用	王明帅;	徐州市儿童医院;	世界最新医学信息文摘	解放思想;;讨论;;推动;;发展	"为了深化党建引领医院文化建设,在院领导的积极推动下,我院特举办""思想解放大讨论""演讲比赛,与全院职工一起进行经验交流,努力提升医院文化内涵建设,践行""一切为了儿童的健康""这一服务宗旨,获得了上下一致好评。"	2019-01-15	2019	05		10.19613/j.cnki.1671-3141.2019.05.162
CJFD2019	江苏省患者社区首诊和双向转诊现状分析	徐士满;张雷;唐立健;	南京医科大学医政学院;	卫生软科学	社区首诊;;双向转诊;;分级诊疗;;转诊医院;;满意度	"[目的]调查和分析江苏省医院就诊患者的社区首诊及双向转诊情况,发现问题并提出合理化建议。[方法]采用方便抽样方法抽取江苏省内381例住院及门诊患者进行问卷调查,利用描述性统计、非条件logistic回归分析法分析就诊患者的转诊意愿及其影响因素。[结果]疾病较轻时患者首诊机构选择社区医疗机构的占54.3%,选择省、市级医院的占26.8%,选择区(县)级医院的占17.6%;有过社区医疗机构就诊经历的患者占54.6%,对社区基层医院的满意度为57.6%;社区医疗机构和大医院间的上转率和下转率分别为22.6%和6.8%。[结论]社区医疗机构服务利用率低,居住地离医疗机构的距离影响着首诊医疗机构的选择,患者对社区基层医院的满意度不高,上转和下转率低。"	2019-01-15	2019	01		
CJFD2019	基于知识图谱的医联体领域热点问题探究	宋晓庆;熊季霞;姚育楠;姚玲;	南京中医药大学;	中国数字医学	医联体;;Citespace;;知识图谱;;研究热点	"目的:揭示我国医联体领域的研究热点,为其可持续发展提供相关建议。方法:采用文献计量学、共词和聚类分析等方法,对医联体领域相关研究进行可视化分析。结果:当前医联体领域主要有双向转诊、医疗资源整合、信息化建设、财务管理和法人治理五大热点。结论:通过可视化分析,发现作者、机构合作网络、机制建设和绩效评估等方面还存在不足,需在后续研究中进一步加强。"	2019-01-15	2019	01		
CJFD2019	面向远程医疗的分级诊疗流程管理与优化研究	赵宁;王建昌;张慧杰;刘磊;	中国人民解放军空军总医院;	中国数字医学	远程医疗;;分级诊疗;;流程优化;;随机Petri网;;关联矩阵	"分级诊疗流程存在不同类型的耦合关系,诊疗服务和数据节点可能存在资源冲突。提出一种面向远程医疗的分级诊疗流程建模方法,对分级诊疗服务流程结构进行分析与优化。案例分析表明所提出方法能够形式化表达分级诊疗服务流程,简化流程分析过程,为快速、准确地判断和解决分级诊疗流程中存在的冲突提供方法支持。"	2019-01-15	2019	01		
CJFD2019	我国基层卫生人才现状及发展对策分析	李相荣;李汶广;王彩;李向伶;汤榕;	宁夏医科大学公共卫生与管理学院;河北传媒学院信息技术与文化管理学院;	中国药物经济学	供给侧改革;;分级诊疗;;基层卫生人力资源	"目的追踪我国医疗卫生领域的最新政策,分析我国基层医疗机构卫生人员的现状,并找出存在的问题,为优化卫生人力资源结构提出发展对策。方法采用一般统计学描述的方法,利用《2017年中国卫生和计划生育统计年鉴》中有关基层卫生人员的相关数据资料,对目前我国基层卫生人力资源数量、卫生人员基本情况、学历、职称构成和地区分布等情况进行分析。结果总体而言,我国基层卫生医疗服务机构人员数量庞大,但整体素质偏低,学历与职称结构不合理、区域分布不够完善的问题较为突出。结论我国基层卫生医疗服务机构人员仍然需要优化,应采取相应措施全方面提高基层卫生人员的医疗服务水平。"	2019-01-15 15:58	2019	01	https://kns.cnki.net/kcms/detail/11.5482.R.20190115.1114.052.html	
CJFD2019	聚焦:下一个十年	徐书贤;	中国医院院长	中国医院院长	医联体;医务人员;医保改革;专科医疗;三级公立医院;医疗保险;城市医疗集团;现代医院管理制度;看病难;门诊统筹;全民医保;家庭医生签约服务;三级医院;	"未来十年,医院、医保、医生、医学、医疗等将会怎样发展变化?2018年12月1日上午,第十二届中国医院院长年会主论坛""聚焦下一个十年:系统融合与价值再造""在武汉举行。未来十年,医院、医保、医生、医学、医疗等将会怎样发展变化?与会专家进行了深入而走心的思考和讨论。中国工程院院士、中国工程院副院长、中国医学科学院北京协和医学院院校长王辰主持了论坛。"	2019-01-15	2019	02		
CJFD2019	分享成功经验 论道分级诊疗	郭潇雅;	中国医院院长	中国医院院长	分级诊疗;医院院长;基层首诊;滑县人民医院;医联体;	"2018年12月1日下午,在第十二届中国医院院长年会分论坛上,来自医、政、企的嘉宾,就分级诊疗话题为大家带来了一场头脑风暴。分级诊疗有四大法则:基层首诊、双向转诊、急慢分治、上下联动。然而,从2009年首次提出分级诊疗政策至今,现实情况却是,""基层首诊难以实现、转上容易转下困难、小病大治急慢不分、上下医院联而不动""。为此,在全国卫生和健康大会中,习近平总书记强调分级诊疗制度建设是今后医改中最重要的工作。随即,医改"	2019-01-15	2019	02		
CJFD2019	2019全国医疗管理工作会议召开		中国医院院长	中国医院院长	医联体;县域医共体;城市医疗集团;	"2019年1月10日,2019年全国医疗管理工作会议在北京召开。会议总结了2018年医疗管理工作主要进展,分析了当前医疗管理工作面临的形势,部署了2019年医疗管理工作。会议指出,深化推进分级诊疗和医联体建设,确定100个城市医疗集团和500个县域医共体建设试点,加强医联体综合绩效考核。可以预见的是,在2019年的广泛试点后,2020年医联体将全面铺开,政府办基层医疗机构将全部参与到"	2019-01-15	2019	02		
CJFD2019	信息化助力精管理强服务	王亮;	浙江省嵊州市甘霖镇中心卫生院;	中国农村卫生	工作当量;健康档案;乡镇卫生院;区域卫生信息平台;双向转诊;分级诊疗;预约诊疗服务;基层医疗卫生机构;医疗业务;收支结余;全科医生;特色专科;医生工作站;嵊州市;社区卫生服务;	"嵊州市地处浙江省东部,北靠杭州、东邻宁波,面积1789平方公里,是全国第一批经济开放县(市)、浙江省文明城市、浙江省卫生城市、浙江省生态城市,有百年越剧诞生地、千年剡溪唐诗路、万年文化小黄山之称。甘霖镇是嵊州市第一大集镇,辖区户籍人口84550人。甘霖镇中心卫生院核定编制168人,现有职工235人,其中高级职称9人,中级职称66人。卫生院设置床位126张,开设内科、手外科、综合科3个住院病区及手足外科等4个特色专科。2017年门急诊42万余人次,出院4192人"	2019-01-15	2019	01		
CJFN2019	从院长视角基于现代医院管理热点话题解读	左华;	青春期健康	青春期健康	RBRVS;绩效改革;医联体;医院薪酬;分级诊疗;基层卫生人员;医疗成本;临床路径;公立医院;医疗服务收入;热点话题;	"如何能够像院长一样思考,当然是学习院长的语言。院长的职责是医院管理,让我们一起来看看院长都关注哪些医院管理的话题。我们重点讲四个方面:医联体建设与分级诊疗;临床路径与DRGs支付;学科建设科室战略规划;基于RBRVS的绩效改革。一、医联体建设与分级诊疗分级诊疗是国家基本医疗制"	2019-01-15	2019	02		
CJFN2019	厦门市人民政府办公厅关于印发推进医疗联合体建设进一步落实分级诊疗制度实施方案的通知		厦门市人民政府办公厅;	厦门市人民政府公报	分级诊疗制度;医疗卫生;医疗联合体;医联体;基层医疗卫生机构;卫计委;社区卫生服务中心;人民政府;	"厦府办[2018]249号各区人民政府,市直各有关单位:《关于推进医疗联合体建设进一步落实分级诊疗制度的实施方案》已经市政府同意,现印发给你们,请认真贯彻执行。2018年12月31日关于推进医疗联合体建设进一步落实分级诊疗制度的实施方案为贯彻落实《国务院办公厅关于印发深化医药卫生体制改革2018年下半年重点工作任务的通知》(国办发[2018]8 3号),按照《福建省办公厅关于推进医疗联合体建设和发展的指导意见》"	2019-01-15	2019	01		
CMFD2020	社区首诊制度的实施困境及应对策略	张伊格	华东理工大学	华东理工大学	社区首诊;;分级诊疗;;社区卫生服务机构;;政策	"看病求医,追求健康是人们的基本生存需求,而目前医疗资源分配不合理的现状导致“看病贵,看病难”的问题仍然存在,人们的基本就医需求不能被很好地满足。我国目前也已开始着手解决这一问题,全国多省市都处在不断完善和发展分级医疗服务体系的进程当中。在分级诊疗体系中,社区首诊制作为分级诊疗的基层政策,惠及面涉及了众多民众,但是其重要作用却未能得到充分发挥,而继续推进分级诊疗及医疗资源的整合则需要科学理论的支持。完善社区首诊制度能够有利于促进医疗资源的合理分配,提高基层医疗机构的卫生资源利用率,促使医疗资源下沉,避免大医院过度扩张。社区卫生服务机构强调的不仅仅是“治病”,而是可以利用自身便民、利民的特性为居民的日常生活提供健康支持,在疾病预防和治疗中发挥更大的作用,这也有利于提高全民的身体健康水平,完善新型卫生服务体系,为构建社会主义和谐社会奠定坚实的医疗卫生基础。本研究基于对上海市M区Q社区卫生服务中心的实地调查而成文,其间运用了文献法、观察法以及访谈法对社区首诊制度进行了研究,首先概括了社区首诊制度的实施现状,在此基础之上,从社区卫生服务中心开展诊疗服务的现状以及医患双方的访谈发掘其实施过程中出现的问题,并分别从政策以及社区卫生服务机构两个角度对存在的问题进行剖析和原因分析。研究发现,目前社区首诊制度的实施困境主要表现在社区居民参与社区首诊的意愿不强、社区卫生服务机构发展较为落后,以及配套措施不完善等多个方面,而究其根本,笔者将社区首诊制度发展不畅的原因归结于政策设计与引导不足、社区医疗机构受到能力和动力的双重掣肘三个方面,最后本文基于前文分析,提出了具有针对性的对策建议。"	2019-01-15	2019	01		
CJFD2019	基于异地就医人群健康需求信息的分级诊疗调查	王宝华;王青青;刘兵兵;	仙居县中医院;浙江省长兴县人民医院;浙江省长兴县中医院;	中医药管理杂志	医疗愿望;;分级诊疗;;数据信息;;异地就医;;医疗评价	"目的:了解我国就医人群异地就医的原因和目的,分析人们对医疗资源和医疗意愿的需求,调查分级诊疗现状。方法:以杭州市3家医科大学附属医院附近旅馆住宿的人群为调查对象,调查对象来自全省各地县就医的患者及家属。根据自愿原则完成调查问卷,医疗需求调查采用表格问卷和随意式个人交谈相结合的方式。结果:2017年9～12月收到调查问卷1 280份,随意式个人交谈信息48份,调查对象对医疗需求的关注点依次是医疗安全、疾病确诊时间、医疗费用、诊疗效果、疾病过程的诊疗时间、服务态度、疾病后期康复等。调查中的所有人群表示患大病、疑难重病等希望选择国家级重点医院和重点专科住院治疗。其中在需要复诊或继续医疗问题中,448份调查问卷显示选择省级大型三甲医院继续治疗,448份调查问卷显示选择带诊疗方案回当地市级医院继续医疗,384份调查问卷显示选择回当地县城乡医院治疗。结论:我国异地就医的普遍现象反映了分级诊疗现状和趋势。针对就医人群需求和医疗资源分布不均匀而出现的不平衡现状,如何完善各级诊疗体系,缩小各级医疗机构间医疗水平的区域间差距,发挥各级医疗机构的医疗特点,是我国目前进行合理医疗资源分配和疏导异地就医的前提。"	2019-01-14	2019	01		10.16690/j.cnki.1007-9203.2019.01.007
DKFX2019	《肺结节诊治中国专家共识(2018版)》解读	张晓菊;	郑州大学人民医院河南省人民医院呼吸内科;	中华实用诊断与治疗杂志	肺结节;气管镜;低剂量;肿瘤标志物;分级诊疗;《肺结节诊治中国专家共识(2018版)》;支气管镜检查;纯磨玻璃结节;专家共识;	"支气管肺癌(简称肺癌)发病率及病死率高,全球每年约140万人死于肺癌,占所有恶性肿瘤死亡人数的18%,预计至2025年,我国每年新发肺癌患者将达100万。约75%的肺癌患者就诊时已属晚期,5a生存率仅15.6%。早发现、早诊断和早治疗是延长肺癌患者生存期的唯一有效方法。筛查肺部结节及精准地进行良、恶性质的鉴别诊断是肺癌防治急需解决的重大问题。"	2019-01-14 17:10	2019	01	https://kns.cnki.net/kcms/detail/41.1400.R.20190114.1710.001.html	10.13507/j.issn.1674-3474.2019.01.001
CMFD2020	依托“医疗联合体”的二级医院发展策略研究	赵雪薇	东南大学	东南大学	医疗联合体;;二级医院;;服务效率;;患者满意度;;发展策略	"目的针对目前形势下,二级综合性医院发展存在的问题,提出依托“医疗联合体”二级医院发展的有效策略,为进一步提升和强化二级医院在三级医疗服务网络中发挥重要作用提供政策建议。方法以某医疗联合体中的二级综合性医院为主要研究对象,通过业务水平、服务效率和患者满意度,来评价医联体运行效果。(1)调取2015-2017年二级医院基本情况、业务水平、服务效率等指标,对服务能力、人力资源状况、业务量等,运用SPSS25.0统计软件进行分析,了解医疗联合体建立后,二级医院的运行情况。(2)对医联体建立前后的住院患者,通过电话回访进行满意度调查,完成调查问卷。计算满意度综合均分,进行方差分析,比较满意度差异。运用二分类logistics回归,对医联体建立后,影响满意度的因素进行进一步研究。(3)运用SWOT分析法,对二级医院发展的优势、劣势、机会和挑战进行分析,提出二级医院发展的策略建议。结果二级医院发展现状为医疗技术水平有限,无法满足医疗需求,卫生人力资源短缺,导致发展受限。医联体建立后,二级医院发展取得了显著成效。2015年-2017年,三年间:(1)二级医院门诊量由329086人次上升至405532人次,增长23.23%;急诊量由108101人次上升到178703人次,增长65.31%;住院量由16227人次上升到20512人次,增长26.41%。(2)二级医院的服务效率指标:病床周转次数由19.3次增加到23.6次;平均住院日由7.6天下降到7.5天;实际开放总床日数由74694上升到82800。(3)医联体建立后,2017年下半年较建立前比较,出院患者满意度提高,差异有统计学意义(p<0.05),进一步分析满意度影响因素,在医疗服务、医疗技术、护理服务、护理技术、收费处、药房、出入院、超声等8个因素方面,对整体满意度的影响存在统计学意义,其中医疗服务和技术对总体满意度的影响程度大。结论医疗联合体建立后,二级医院服务能力明显增强、医疗效率显著提升、服务对象的满意度大幅度提高。但医疗联合体中二级医院发展仍存在诸多问题:如政策导向不足、功能定位不明晰、资源配置不平衡。针对二级医院发展存在的问题,提出以下政策建议:(1)把握政策方向,顺应改革大潮,以科学组织管理;(2)规范技术指导,畅通转诊途径,以优化分工协作;(3)发挥人才优势,保证合作持续,以兼顾各方利益。"	2019-01-13	2019	01		
CJFD2019	吉林市基层医务人员对双向转诊的认知及影响因素	于洗河;孙宇哲;贾欢欢;杨晔丽;万龙涛;顾文涛;	吉林大学公共卫生学院;	医学与社会	双向转诊;;认知;;基层医务人员;;吉林市	"目的:了解吉林市基层医疗机构医务人员对双向转诊的认知情况并分析影响因素。方法:对吉林市216名基层医务人员以及56名基层卫生机构院长进行问卷调查,应用秩和检验和有序多分类Logistic回归进行双向转诊认知情况的影响因素分析。结果:基层医务人员对双向转诊的知晓率为92.1%,基层医务人员及院长对双向转诊实施效果不满意的分别占81.8%、64.3%。工作年限、是否接受过相关培训、单位是否有明确的双向指南、是否向上级医疗机构上转过患者是影响双向转诊认知的主要因素。基层医务人员以及院长一致认为影响双向转诊的主要因素为社区卫生服务能力、统一的转诊标准、各级医院之间的利益冲突。结论:基层医务人员对双向转诊的知晓率较高,但基层医务人员及院长对双向转诊实施效果不满意比例较高。通过加强医务人员培训以及医疗机构制定明确的转诊手册有利于加深基层医务人员对双向转诊的了解,通过提升基层医疗机构卫生服务能力、统一转诊制度及标准等措施有利于对双向转诊政策进行效果评价。"	2019-01-10	2019	01		10.13723/j.yxysh.2019.01.012
CJFD2019	信号理论在推进我国分级诊疗中的作用	傅书勇;	"沈阳药科大学国际食品药品政策与法律研究中心,沈阳药科大学工商管理学院;"	医学与社会	分级诊疗;;信号理论;;社区卫生服务中心;;协整回归	"目的:对患者选择医生的信号行为进行研究,为建立我国分级诊疗制度提供政策建议。方法:利用信号理论分析患者就医行为。结果:医院具有一定的品牌效应,增加医生即可以大幅度增加门诊人次,社区卫生服务中心(站)中研究生以上学历医生产生较强的信号效应,农村地区则未呈现出信号作用。结论:政府可制定""多赢""策略,提高社区卫生服务中心的研究生学历以上医生数量,农村地区则需要增加乡村医生和卫生员数量,以促进我国分级诊疗制度的顺利实施。"	2019-01-10	2019	01		10.13723/j.yxysh.2019.01.011
CJFD2019	“心健康公益行动计划”山西站正式启动	任晓辉;	临床医药实践	临床医药实践	山西省;卫生健康;山西医科大学第二医院心内科;公益行动;溶栓治疗;急性心肌梗死;分级诊疗;冠脉造影;心血管疾病;	"2018年12月16日,由人民日报社、中国医师协会指导,人民网·人民健康、山西省卫生健康委员会、山西省医师协会、山西省医学会等共同举办的""山西省医卫双优下基层——急性心肌梗死溶栓治疗后3～24小时冠脉造影推进项目总结会暨心健康公益行动计划山西省启动会""在太原召开。来自省内各医疗机构、医学社团组织的200余名代表参加了会议。并为提升基层诊疗水平、提高大众健康意识、切实降低心血管疾病发生率"	2019-01-10	2019	01		10.16047/j.cnki.cn14-1300/r.2019.01.031
CJFD2019	签约居民与未签约居民社区卫生服务利用差异分析	邱宝华;黄蛟灵;张宜民;梁鸿;张建敏;陈翔;吴建平;宋巨庆;	复旦大学社会发展与公共政策学院;上海市虹口区欧阳路街道社区卫生服务中心;上海市虹口区卫生和计划生育委员会;上海市浦东卫生发展研究院;	中国初级卫生保健	家庭医生;;签约服务;;社区卫生服务利用	"目的通过实证研究考察签约家庭医生是否促进了分级诊疗、有序就诊和健康管理等服务的普及。方法通过多阶段随机抽样,抽取上海市虹口区欧阳路街道18个居委100户居民家庭,共1 800名常住居民,通过问卷调查,了解签约居民与未签约居民社区卫生服务利用情况。结果签约家庭医生的居民更好地实现了有序就诊。在社区卫生服务中心首诊、双向转诊方面的比例均高于未签约居民。签约居民选择社区首诊的比例为35.15%,转诊的比例为21.43%,未签约居民分别为16.87%和9.61%。签约居民利用较多的社区医疗服务项目包括:在社区看病配药、免费健康体检和参加健康讲座。未签约居民使用最多的项目同样如此,但使用比例低于签约居民。结论较未签约居民而言,签约居民下沉就诊比例更高并且社区卫生服务利用比例更高,这表明签约服务已经初显成效。扩大社区卫生机构药品目录、鼓励居民与家庭医生建立长期稳定的服务关系是完善家庭医生制度的重要内容。"	2019-01-10	2019	01		
CJFN2019	打造“特色突出、三级甲等、河北知名”的品牌医院——邯郸市第二医院发展掠影	杨献忠;	乡音	乡音	三级甲等;品牌医院;肺癌筛查;健康小屋;分级诊疗;	"邯郸市第二医院是一所集医疗、教学、急救、预防、保健、科研为一体的国家二级甲等综合性医院。医院占地面积70余亩,共设36个临床医技科室,幵放床位近600张。全院有医生、护士、职工700余人,其中主任医师、副主任医师等高年资医师300余人,年门诊量在30万人次以上,年住、出院量3万余人次,年手术量6000余例。医院先后投资几千万元,购置了一"	2019-01-10	2019	01		
CJFD2019	我国分级诊疗实施过程中的问题及对策	李小莹;周永建;	上海工程技术大学管理学院;	中国集体经济	分级诊疗;;基层医疗机构;;转诊	"医疗卫生体制改革进程的不断推进,在取得阶段性成果的同时,仍然存在一系列问题。实行分级诊疗旨在解决群众""看病难看病贵""和医疗资源协调问题,真正实现医疗卫生体制合理化,便民化。通过介绍分级诊疗的基本内涵以及发展现状,继而发现随着分级诊疗改革的不断推进,出现了基层首诊实现程度低,双向转诊标准不完善,急慢分治分工不明确,上下联动体制不顺畅等问题,导致分级诊疗难以顺利进行。据此,提出一系列建议来推动分级诊疗制度的发展。"	2019-01-09	2019	03		
DKFX2019	四个公立医院医改示范县分级诊疗政策实践比较	陈柯羽;孟群;	首都医科大学卫生管理与教育学院;国家卫生健康委员会;	中国公共卫生	分级诊疗;;政策措施;;比较分析	"目的了解我国分级诊疗政策特点与实践中存在的问题。方法梳理江苏省启东市、安徽省天长市、福建省尤溪县和青海省互助土族自治县这四个公立医院综合改革示范县分级诊疗相关政策内容,汇总其公开指标数据并将其做法分为医疗集团管理型、医共体整合型和三医联动型。借助WHO卫生系统六模块理论对其服务诊疗模式、人力资源、信息技术、医术、医保医药医疗器械和治理机制等方面进行了深入对比分析。结果各示范县推行分级诊疗侧重点不同,但普遍采用行政规制和经济激励相结合的方式,对于基层医疗机构人力资源、信息化建设、医药医保等政策的倾斜是也推进分级诊疗的重要支撑。4个示范县做法可分为三类:一是以江苏省启东市为代表的医疗集团管理型;二是以安徽天长和青海互助土族自治县为代表的医共体整合型,比较而言,天长医共体的整合方式以医疗管理整合为着力点,互助县医共体的整合方式则更为彻底;三是三医联动型,以福建尤溪县为代表的推进医疗、医保、医药""三医联动""综合改革,组建隶属于政府的医保基金管理中心,实现医保覆盖范围和筹资政策等在内的""六统一""。结论各地区应在综合评估卫生发展状况基础上有计划有步骤地推进分级诊疗,同时在推行模式方面可学习借鉴国际经验。"	2019-01-09 08:34	2019	03	https://kns.cnki.net/kcms/detail/21.1234.R.20190109.0834.006.html	
